"","X.6","X.5","X.4","X.3","X.2","X.1","X","tag","table","OBJECTID","quadrat","StemTag","lx","ly","dbh_previous","hom","codes_previous","status_previous","status_2022","comment_2022","mortality","census_status","dbh_current","status_current","codes_current","code_choices","notes_current","DBH.check","living_status","crown_position","crown_intact","crown_living","fad","fad_choices","liana_load","lean_angle","wounded_main_stem","rotting_trunk","canker_swelling_deformity","dead_with_resprout","crown_check","GlobalID","CreationDate","Creator","EditDate","Editor","species","dbh_previous_mm","numeric_tag","hom_alert","lean_direction","comment_mortality","sp","tree_type","NAD83_X","NAD83_Y","personnel_list","personnel","date_measured","multi.stemmed","x","y","gx","gy","dbh_if_dead","mort_status","ExactDate"
"2830",2830,2830,2830,2830,2830,2830,2830,162069,"old_trees",19562,1619,1,4.2,19.4,127,1.3,"NULL","A","DS","",1,1,0,"DS","","","","","",1,10,0,"","",NA,NA,NA,NA,NA,NA,NA,"1e4ee723-c963-4875-81aa-937b77a1117d","3/30/2023 4:12:53 PM","shuej21","6/30/2023 7:09:14 PM","shuej21","amar",127,NA,NA,NA,"","amar","1",747680.83273186,4308892.99296136,"CT","CT","6/30/2023 7:09:10 PM",0,-78.1441804288591,38.8940158863428,304.200053108782,379.416273256111,0,"",2023-06-30
"2831",2831,2831,2831,2831,2831,2831,2831,162071,"old_trees",19564,1619,1,9.6,18.6,450,1.3,"M","A","A","",1,1,460,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"d8d8d582-b7d6-435f-bcf3-f5397cdb2a2e","3/30/2023 4:12:53 PM","shuej21","7/5/2023 3:02:47 PM","shuej21","caovl",450,NA,NA,NA,"","caovl","1",747686.249802353,4308892.31838202,"CT","CT","7/5/2023 3:02:33 PM",1,-78.1441182843258,38.8940082877994,309.600015889388,378.612945003607,NA,"A",2023-07-05
"2832",2832,2832,2832,2832,2832,2832,2832,162094,"old_trees",19586,1620,1,10,10.6,524,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",1,1,0,"DC","","","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"38ce1b5d-a7c6-42d4-9cb1-c731bff17ec4","3/30/2023 4:12:53 PM","shuej21","7/6/2023 2:49:06 PM","shuej21","fram",524,NA,NA,NA,"","fram","1",747686.371298203,4308904.32452289,"CT","CT","7/6/2023 2:49:03 PM",0,-78.1441125539676,38.894116312435,310.000013007204,390.612792380865,0,"",2023-07-06
"2833",2833,2833,2833,2833,2833,2833,2833,162100,"old_trees",19592,1620,1,5.7,13.7,101,1.3,"NULL","A","A","",1,1,105,"AU","","","","","AU",2,100,95,"AN","AN",0,NA,NA,NA,NA,NA,NA,"eb47d2f9-1fca-4690-8137-6e977db2d0f3","3/30/2023 4:12:53 PM","shuej21","7/6/2023 3:06:01 PM","shuej21","astr",101,NA,NA,NA,"; Sapsuckers","astr","1",747682.000478256,4308907.32389088,"CT","CT","7/6/2023 3:06:00 PM",0,-78.1441618103742,38.894144539837,305.699952635514,393.715347205444,NA,"AU",2023-07-06
"2834",2834,2834,2834,2834,2834,2834,2834,162101,"old_trees",19593,1617,1,12.1,2.7,208,1.3,"M","A","DS","",1,1,200,"DS","","","","","",3,20,0,"","",NA,NA,NA,NA,NA,NA,NA,"bbdb2e31-9cdc-4ad9-bc04-8fea3c86dc42","3/30/2023 4:12:53 PM","shuej21","6/30/2023 2:37:35 PM","shuej21","cagl",208,NA,NA,NA,"","cagl","1",747690.046018142,4308836.49150945,"CT","CT","6/30/2023 2:37:03 PM",1,-78.1440947026905,38.8935047588948,312.100066053278,322.711529762737,200,"",2023-06-30
"2835",2835,2835,2835,2835,2835,2835,2835,162103,"old_trees",19595,1617,1,17.6,0.3,123,1.3,"M","A","A","",1,1,125,"A","","","","","A",1,95,93,"","",0,NA,NA,NA,NA,NA,NA,"48125680-28ab-4c71-9503-afac0d49a38b","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:18:29 PM","shuej21","cagl",123,NA,NA,NA,"","cagl","1",747695.600206504,4308834.21970686,"CT","CT","6/30/2023 3:18:22 PM",2,-78.1440315556385,38.8934827461752,317.600055350198,320.308167036507,NA,"A",2023-06-30
"2836",2836,2836,2836,2836,2836,2836,2836,162108,"old_trees",19600,1617,1,16.2,10.2,186,1.3,"NULL","A","A","",1,1,188,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"543dabda-8098-4adf-b214-294e0403c1ae","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:07:15 PM","shuej21","nysy",186,NA,NA,NA,"","nysy","1",747693.970897201,4308844.08460721,"CT","CT","6/30/2023 3:07:14 PM",0,-78.144046761411,38.8935719925855,316.200043261766,330.209054151099,NA,"A",2023-06-30
"2837",2837,2837,2837,2837,2837,2837,2837,162110,"old_trees",19602,1617,1,19.4,10.7,160,1.3,"NULL","A","A","",1,1,159,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"02e14094-a9d6-433a-b231-a82987c14222","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:03:53 PM","shuej21","nysy",160,NA,NA,NA,"","nysy","1",747697.158410232,4308844.65870544,"CT","CT","6/30/2023 3:03:06 PM",0,-78.1440098442572,38.8935762610216,319.400017078554,330.707118823144,NA,"A",2023-06-30
"2838",2838,2838,2838,2838,2838,2838,2838,162111,"old_trees",19603,1617,1,18.4,12,414,1.3,"NULL","A","DS","",1,1,0,"DS","","","","","",3,50,0,"","",0,NA,NA,NA,NA,NA,NA,"b4bbd849-0db3-4da1-a759-05a73c461d41","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:02:08 PM","shuej21","qual",414,NA,NA,NA,"","qual","1",747696.128526696,4308845.93517197,"CT","CT","6/30/2023 3:02:00 PM",0,-78.1440212447722,38.8935880399504,318.400023845589,332.007737551793,0,"",2023-06-30
"2839",2839,2839,2839,2839,2839,2839,2839,162116,"old_trees",19607,1617,1,18,15.7,411,1.3,"NULL","A","A","",1,1,413,"AU","","","","","AU",3,100,100,"W,AN,R","R",0,NA,3,3,NA,NA,NA,"eb502fb3-b8a3-4f56-b642-7654c91aa3f3","3/30/2023 4:12:53 PM","shuej21","6/30/2023 2:58:24 PM","shuej21","caovl",411,NA,NA,NA,"; Sapsucker","caovl","1",747695.642763661,4308849.62489182,"CT","CT","6/30/2023 2:58:14 PM",0,-78.1440255081731,38.8936213854874,317.99999043604,335.707974418497,NA,"AU",2023-06-30
"2840",2840,2840,2840,2840,2840,2840,2840,162119,"old_trees",19610,1618,1,18.2,1.4,542,1.3,"NULL","A","A","",1,1,553,"A","","","","","A",3,95,90,"","",0,NA,NA,NA,NA,NA,NA,"e8e960a8-c48c-4ba3-9423-75193013a48a","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:28:35 PM","shuej21","qual",542,NA,NA,NA,"","qual","1",747695.710525183,4308855.32801134,"CT","CT","6/30/2023 3:28:31 PM",0,-78.1440226703928,38.8936726961784,318.200042055756,341.407865227454,NA,"A",2023-06-30
"2841",2841,2841,2841,2841,2841,2841,2841,162122,"old_trees",19613,1618,1,13.6,4.3,210,1.3,"NULL","A","A","",1,1,210,"AU","","","","","AU",1,85,70,"K","K",0,NA,NA,NA,2,NA,NA,"9e92fa69-3e7f-407c-8cee-90e7f62544d2","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:57:11 PM","shuej21","litu",210,NA,NA,NA,"","litu","1",747691.044529323,4308858.12052487,"CT","CT","6/30/2023 3:56:36 PM",0,-78.1440754005837,38.8936991450695,313.600086337696,344.310650137416,NA,"AU",2023-06-30
"2842",2842,2842,2842,2842,2842,2842,2842,162123,"old_trees",19614,1618,1,12.2,7,161,1.3,"NULL","A","A","",1,1,161,"A","","","","","A",1,95,90,"","",0,NA,NA,NA,NA,NA,NA,"2af7289c-b1d7-4ce7-b6e4-20df24c93c99","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:54:15 PM","shuej21","nysy",161,NA,NA,NA,"","nysy","1",747689.58219113,4308860.78732911,"CT","CT","6/30/2023 3:54:00 PM",0,-78.1440912800965,38.8937235593667,312.200009687199,347.011506173851,NA,"A",2023-06-30
"2843",2843,2843,2843,2843,2843,2843,2843,162124,"old_trees",19615,1618,1,14.7,8.4,692,1.3,"NULL","A","A","",1,1,710,"A","RT","RT","","","A",3,90,75,"","",0,NA,NA,NA,NA,NA,NA,"9d23d01d-1ef6-41b2-b753-3b5a922fa70f","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:52:39 PM","shuej21","qual",692,NA,NA,NA,"","qual","1",747692.04899538,4308862.24486556,"CT","CT","6/30/2023 3:52:17 PM",0,-78.144062344471,38.8937359822045,314.69996383618,348.409913472773,NA,"A",2023-06-30
"2844",2844,2844,2844,2844,2844,2844,2844,162125,"old_trees",19616,1618,1,17.9,7.7,518,1.3,"NULL","A","A","",1,1,546,"A","DV","DV","","","A",3,100,95,"","",0,NA,NA,NA,NA,NA,NA,"4d80c092-459a-49c1-828e-891a17cd7b4a","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:33:18 PM","shuej21","litu",518,NA,NA,NA,"","litu","1",747695.264405771,4308861.61932536,"CT","CT","6/30/2023 3:33:14 PM",0,-78.144025538709,38.8937294456702,317.899996742193,347.708015571834,NA,"A",2023-06-30
"2845",2845,2845,2845,2845,2845,2845,2845,162126,"old_trees",19617,1618,1,16.7,11.2,183,1.3,"NULL","A","A","",1,1,185,"A","","","","","A",1,95,90,"","",0,16,NA,NA,NA,NA,NA,"c7494524-8472-4ce5-acb9-65006f91a0e2","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:36:47 PM","shuej21","litu",183,NA,NA,96,"","litu","1",747693.98349406,4308865.09046787,"CT","CT","6/30/2023 3:36:01 PM",0,-78.1440390385849,38.8937610481129,316.69995782411,351.208663580611,NA,"A",2023-06-30
"2846",2846,2846,2846,2846,2846,2846,2846,162127,"old_trees",19618,1618,1,17.1,12.1,110,1.3,"NULL","A","A","",1,1,112,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"d5f381b9-eb17-45be-89ac-9dea39aa1b9a","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:38:19 PM","shuej21","cato",110,NA,NA,NA,"","cato","1",747694.362567603,4308865.99957839,"CT","CT","6/30/2023 3:38:17 PM",0,-78.1440343448885,38.8937691235133,317.100020064174,352.108493624503,NA,"A",2023-06-30
"2847",2847,2847,2847,2847,2847,2847,2847,162130,"old_trees",19621,1618,1,19.3,15.6,131,1.3,"NULL","A","A","",1,1,128,"A","DV","DV","","","A",1,100,95,"","",0,NA,NA,NA,NA,NA,NA,"7525d865-6487-4651-8f2f-c2efbcdcfda0","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:41:02 PM","shuej21","cato",131,NA,NA,NA,"","cato","1",747696.480682582,4308869.54968843,"CT","CT","6/30/2023 3:41:00 PM",0,-78.1440086701453,38.8938004784313,319.299925012984,355.607181327521,NA,"A",2023-06-30
"2848",2848,2848,2848,2848,2848,2848,2848,162131,"old_trees",19622,1618,1,14.3,18.3,364,1.3,"NULL","A","A","",1,1,387,"A","","","","","A",3,100,95,"","",0,NA,NA,NA,NA,NA,NA,"d6f8df43-dd3f-4b5f-98f2-210d13f7bbb8","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:43:10 PM","shuej21","litu",364,NA,NA,NA,"","litu","1",747691.41947051,4308872.13296816,"CT","CT","6/30/2023 3:43:08 PM",0,-78.1440660275569,38.8938251555825,314.300005375205,358.310198857913,NA,"A",2023-06-30
"2849",2849,2849,2849,2849,2849,2849,2849,162133,"old_trees",19624,1619,1,10.4,0.1,103,1.3,"NULL","A","A","",1,1,105,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"2c61cc14-e606-464b-9818-335bd39b83a4","3/30/2023 4:12:53 PM","shuej21","6/30/2023 3:47:29 PM","shuej21","cato",103,NA,NA,NA,"","cato","1",747687.478736211,4308873.84199193,"CT","CT","6/30/2023 3:47:28 PM",0,-78.1441107959825,38.8938416482632,310.399979825027,360.112537906836,NA,"A",2023-06-30
"2850",2850,2850,2850,2850,2850,2850,2850,162136,"old_trees",19627,1619,1,14.2,6.1,497,1.3,"NULL","A","A","",1,1,525,"A","","","","","A",3,100,85,"","",0,NA,NA,NA,NA,NA,NA,"00d75737-1d72-4a1a-9f1a-9353378349e6","3/30/2023 4:12:53 PM","shuej21","7/5/2023 4:10:45 PM","shuej21","litu",497,NA,NA,NA,"","litu","1",747691.138475389,4308879.92848391,"CT","CT","7/5/2023 4:10:28 PM",0,-78.1440664515571,38.8938953967909,314.199936326185,366.110194381471,NA,"A",2023-07-05
"2851",2851,2851,2851,2851,2851,2851,2851,162137,"old_trees",19628,1619,1,14,6.9,247,1.3,"NULL","A","A","",1,1,248,"A","","","","","A",2,100,95,"","",0,NA,NA,NA,NA,NA,NA,"ebadfb5c-c52e-4b1e-a3fd-6753a5539442","3/30/2023 4:12:53 PM","shuej21","7/5/2023 4:07:33 PM","shuej21","cato",247,NA,NA,NA,"","cato","1",747690.919970806,4308880.72371339,"CT","CT","7/5/2023 4:07:01 PM",0,-78.1440686811745,38.893902615696,313.999939312749,366.910399514609,NA,"A",2023-07-05
"2852",2852,2852,2852,2852,2852,2852,2852,162162,"old_trees",19653,1619,1,15.1,19.7,320,1.3,"NULL","A","A","",1,1,328,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"e0faeea6-7076-4efb-83ab-d5b59b874cea","3/30/2023 4:12:53 PM","shuej21","7/5/2023 7:47:50 PM","shuej21","cagl",320,NA,NA,NA,"","cagl","1",747691.722818939,4308893.54567418,"CT","CT","7/5/2023 7:47:13 PM",0,-78.1440548093869,38.8940177908672,315.100031778039,379.709617756949,NA,"A",2023-07-05
"2853",2853,2853,2853,2853,2853,2853,2853,162172,"old_trees",19663,1619,1,11.2,17.2,161,1.3,"NULL","A","A","",1,1,162,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"a26ee5be-fe4b-4ad0-9aff-4bec2dc58448","3/30/2023 4:12:53 PM","shuej21","7/5/2023 3:23:30 PM","shuej21","litu",161,NA,NA,NA,"","litu","1",747687.881800713,4308890.95591081,"CT","CT","7/5/2023 3:23:12 PM",0,-78.1440999802601,38.8939955650649,311.199966646632,377.212014103721,NA,"A",2023-07-05
"2854",2854,2854,2854,2854,2854,2854,2854,162188,"old_trees",19679,1620,1,15.6,6.6,295,1.3,"NULL","A","A","",1,1,307,"A","","","","","A",3,95,95,"","",0,NA,NA,NA,NA,NA,NA,"ed55f29c-a07d-4a3c-8a2c-36a087d98e1f","3/30/2023 4:12:53 PM","shuej21","7/6/2023 6:26:15 PM","shuej21","cato",295,NA,NA,NA,"","cato","1",747692.062594766,4308900.45553501,"CT","CT","7/6/2023 6:26:00 PM",0,-78.1440484034987,38.8940798859047,315.600020036559,386.609433355375,NA,"A",2023-07-06
"2855",2855,2855,2855,2855,2855,2855,2855,162200,"old_trees",19689,1620,1,11.8,12.9,192,1.3,"NULL","A","A","",1,1,192,"A","","","","","A",1,100,95,"","",0,NA,NA,NA,NA,NA,NA,"298787d3-b27a-409f-be5d-ef5651f9d1c9","3/30/2023 4:12:53 PM","shuej21","7/6/2023 3:54:41 PM","shuej21","nysy",192,NA,NA,NA,"","nysy","1",747688.117383447,4308906.66572001,"CT","CT","7/6/2023 3:54:21 PM",0,-78.1440915998704,38.8941368916663,311.799942425321,392.911764932521,NA,"A",2023-07-06
"2856",2856,2856,2856,2856,2856,2856,2856,162206,"old_trees",19695,1620,1,10.2,17.9,374,1.3,"NULL","A","A","",1,1,419,"A","DV","DV","","DBH greater than expected (45), check measurement","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"69c235ba-c65c-470d-87ea-3811ec084329","3/30/2023 4:12:53 PM","shuej21","7/6/2023 3:23:09 PM","shuej21","acpl",374,NA,NA,NA,"","acpl","1",747686.401908082,4308911.62716218,"CT","CT","7/6/2023 3:23:08 PM",0,-78.144109567066,38.8941820297593,310.200030707865,397.912634092613,NA,"A",2023-07-06
"2857",2857,2857,2857,2857,2857,2857,2857,162211,"old_trees",19700,1620,1,17.1,18.4,109,1.3,"NULL","A","A","",1,1,115,"AU","","","","","AU",3,100,100,"AN","AN",2,NA,NA,NA,NA,NA,NA,"5f8b0f30-66cc-4037-becb-550ec947e2e5","3/30/2023 4:12:53 PM","shuej21","7/6/2023 3:36:14 PM","shuej21","astr",109,NA,NA,NA,"; Sapsucker","astr","1",747693.28840478,4308912.28713488,"CT","CT","7/6/2023 3:36:03 PM",0,-78.1440300176787,38.8941860282794,317.09998487482,398.408503695538,NA,"AU",2023-07-06
"2858",2858,2858,2858,2858,2858,2858,2858,162218,"old_trees",19707,1621,1,0.2,5.2,235,1.3,"NULL","A","A","",1,1,250,"","RT","RT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"424959f4-dd7a-4a8d-ad7c-3c0caea78111","3/30/2023 4:12:53 PM","shuej21","7/7/2023 1:42:33 PM","shuej21","acne",235,NA,NA,NA,"","acne","1",747676.235183302,4308918.69320113,"CT","CT","7/7/2023 1:42:31 PM",0,-78.144224107615,38.8942484923362,300.19996929845,405.218664952908,NA,"",2023-07-07
"2859",2859,2859,2859,2859,2859,2859,2859,162222,"old_trees",19711,1621,1,0.2,8.8,311,1.3,"NULL","A","A","",1,1,350,"A","RT","RT","","","A",3,100,80,"","",0,NA,NA,NA,NA,NA,NA,"4e8db396-f0b1-4eec-b9b3-1521a73f7727","3/30/2023 4:12:53 PM","shuej21","7/7/2023 1:41:20 PM","shuej21","litu",311,NA,NA,NA,"","litu","1",747676.151707718,4308922.29217002,"CT","CT","7/7/2023 1:41:00 PM",0,-78.1442237707448,38.8942809076751,300.200009711089,408.818601112337,NA,"A",2023-07-07
"2860",2860,2860,2860,2860,2860,2860,2860,162223,"old_trees",19712,1621,1,6.5,7.5,585,1.3,"NULL","A","A","",1,1,616,"A","","","","","A",3,100,95,"","",0,NA,NA,NA,NA,NA,NA,"f7a0f7d8-7cf8-4aac-abc5-579820408cc4","3/30/2023 4:12:53 PM","shuej21","7/7/2023 1:45:05 PM","shuej21","litu",585,NA,NA,NA,"","litu","1",747682.480201957,4308921.13879718,"CT","CT","7/7/2023 1:45:00 PM",0,-78.1441513018774,38.8942687429202,306.50004326738,407.514920806687,NA,"A",2023-07-07
"2861",2861,2861,2861,2861,2861,2861,2861,162227,"old_trees",19716,1621,1,10.7,11.3,160,1.3,"NULL","A","A","",1,1,167,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"5afdd148-f195-4282-97e3-8d2c29bb60b5","3/30/2023 4:12:53 PM","shuej21","7/7/2023 1:59:00 PM","shuej21","nysy",160,NA,NA,NA,"","nysy","1",747686.590871112,4308925.03522163,"CT","CT","7/7/2023 1:58:26 PM",0,-78.1441025539131,38.8943026530596,310.700000365995,411.312396955927,NA,"A",2023-07-07
"2862",2862,2862,2862,2862,2862,2862,2862,162231,"old_trees",19720,1621,1,9.1,18.1,267,1.3,"NULL","A","A","",1,1,267,"AU","","","","","AU",3,90,70,"I","I",0,NA,NA,NA,NA,NA,NA,"902bc284-dfd1-4ab6-b112-9a1387ade661","3/30/2023 4:12:53 PM","shuej21","7/7/2023 2:11:24 PM","shuej21","fram",267,NA,NA,NA,"","fram","1",747684.833619709,4308931.79617211,"CT","CT","7/7/2023 2:11:09 PM",0,-78.1441203531228,38.8943639990454,309.100071172433,418.113258967735,NA,"AU",2023-07-07
"2863",2863,2863,2863,2863,2863,2863,2863,162232,"old_trees",19721,1621,1,9.7,17.9,263,1.3,"NULL","A","A","",1,1,290,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"848ef7d7-7911-4b19-895b-140afce3040d","3/30/2023 4:12:53 PM","shuej21","7/7/2023 2:13:15 PM","shuej21","litu",263,NA,NA,NA,"","litu","1",747685.438012341,4308931.6101778,"CT","CT","7/7/2023 2:13:03 PM",0,-78.1441134594535,38.8943621546532,309.699986202281,417.912931278671,NA,"A",2023-07-07
"2864",2864,2864,2864,2864,2864,2864,2864,162263,"old_trees",19752,1622,1,4.5,3.8,346,1.3,"NULL","A","A","",1,1,354,"A","","","","","A",3,100,100,"","",1,NA,NA,NA,NA,NA,NA,"233d65dd-ddf9-4778-b77c-5b0411f74729","3/30/2023 4:12:53 PM","shuej21","7/10/2023 6:29:02 PM","shuej21","juni",346,NA,NA,NA,"","juni","1",747680.102531531,4308937.38799418,"CT","CT","7/10/2023 6:28:59 PM",0,-78.144172823699,38.8944156608808,304.499982631749,423.816108674082,NA,"A",2023-07-10
"2865",2865,2865,2865,2865,2865,2865,2865,162282,"old_trees",19770,1622,1,6.1,13.1,328,1.3,"NULL","A","A","",1,1,334,"A","","","","","A",3,100,95,"","",0,NA,NA,NA,NA,NA,NA,"65215835-6de8-4456-9acd-dae6e97606da","3/30/2023 4:12:53 PM","shuej21","7/11/2023 2:19:56 PM","shuej21","caovl",328,NA,NA,NA,"","caovl","1",747681.486431103,4308946.72258334,"CT","CT","7/11/2023 2:19:01 PM",0,-78.1441535180059,38.894499284858,306.100065599433,433.115112828904,NA,"A",2023-07-11
"2866",2866,2866,2866,2866,2866,2866,2866,162291,"old_trees",19779,1623,1,5.8,6.1,131,1.3,"NULL","A","A","",1,1,162,"AU","","","","","AU",1,100,90,"W,K","K",NA,NA,1,NA,1,NA,NA,"52200cec-4d18-47d8-b285-44d57ea70c6d","3/30/2023 4:12:53 PM","shuej21","7/11/2023 3:42:17 PM","shuej21","quru",131,NA,NA,NA,"","quru","1",747680.884801913,4308959.71212779,"CT","CT","7/11/2023 3:42:03 PM",0,-78.144155761091,38.8946163642745,305.799946565931,446.115297378332,NA,"AU",2023-07-11
"2867",2867,2867,2867,2867,2867,2867,2867,162293,"old_trees",19781,1623,1,3,9.2,889,1.3,"NULL","A","A","",1,1,896,"A","BT","BT","","","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,"861788c7-bac0-48d4-a39a-0fba22025e80","3/30/2023 4:12:53 PM","shuej21","7/11/2023 3:31:40 PM","shuej21","qual",889,NA,NA,NA,"","qual","1",747678.013700254,4308962.74633044,"CT","CT","7/11/2023 3:31:08 PM",0,-78.1441877330187,38.894644482408,303.000008987475,449.216979886793,NA,"A",2023-07-11
"2868",2868,2868,2868,2868,2868,2868,2868,162295,"old_trees",19783,1623,1,3.4,12.4,556,1.3,"NULL","A","A","",1,1,575,"A","","","","","A",3,100,90,"","",NA,NA,NA,NA,NA,NA,NA,"773ecd23-b798-4cf1-9d5d-1961d028354f","3/30/2023 4:12:53 PM","shuej21","7/11/2023 3:36:52 PM","shuej21","qual",556,NA,NA,NA,"","qual","1",747678.339313168,4308965.95476903,"CT","CT","7/11/2023 3:36:03 PM",0,-78.144182825522,38.8946732675276,303.399967768999,452.41675904237,NA,"A",2023-07-11
"2869",2869,2869,2869,2869,2869,2869,2869,162296,"old_trees",19784,1623,1,6.8,10.6,387,1.3,"NULL","A","AU","",1,1,401,"AU","","","","","AU",1,90,50,"DF","DF",NA,NA,NA,NA,NA,NA,NA,"d499a6ce-b615-4061-a145-ead8fba001d9","3/30/2023 4:12:53 PM","shuej21","7/11/2023 3:35:14 PM","shuej21","pist",387,NA,NA,NA,"","pist","1",747681.780237589,4308964.23407204,"CT","CT","7/11/2023 3:35:04 PM",0,-78.1441438170922,38.8946568106975,306.800047149253,450.614646823656,NA,"AU",2023-07-11
"2870",2870,2870,2870,2870,2870,2870,2870,162299,"old_trees",19787,1624,1,7.2,1.8,272,1.3,"NULL","A","A","",1,1,281,"A","","","","","A",3,95,90,"","",NA,NA,NA,NA,NA,NA,NA,"517c12c7-a756-4f73-86e3-a79dfccca850","3/30/2023 4:12:53 PM","shuej21","7/11/2023 5:24:09 PM","shuej21","cagl",272,NA,NA,NA,"","cagl","1",747681.920305245,4308975.44040877,"CT","CT","7/11/2023 5:24:00 PM",0,-78.1441381612945,38.89475763161,307.20005618367,461.814474604956,NA,"A",2023-07-11
"2871",2871,2871,2871,2871,2871,2871,2871,162302,"old_trees",19790,1620,1,16.3,11.6,431,1.3,"NULL","A","A","",1,1,425,"DS","I","I","","","",3,40,0,"R","R",0,NA,NA,3,NA,NA,NA,"b0f7400c-371a-4dff-ad9f-d1abd47792fc","3/30/2023 4:12:53 PM","shuej21","7/6/2023 6:35:09 PM","shuej21","nysy",431,NA,NA,NA,"","nysy","1",747692.646429076,4308905.47043659,"CT","CT","7/6/2023 6:35:01 PM",0,-78.1440398704016,38.8941248569324,316.300039378922,391.609017368915,425,"",2023-07-06
"2872",2872,2872,2872,2872,2872,2872,2872,162309,"old_trees",19796,1620,1,17.2,10.1,415,1.3,"DS","D","","stem not sampled, info automatically filled from previous year info",1,1,0,"DS","","","","","",1,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"de749501-6832-4c15-a6f1-d0d782eb5ad9","3/30/2023 4:12:53 PM","shuej21","7/6/2023 7:12:14 PM","shuej21","fram",415,NA,NA,NA,"","fram","1",747693.581008909,4308903.99166155,"CT","CT","7/6/2023 7:12:08 PM",0,-78.1440296403911,38.8941112840339,317.20006114589,390.108415922773,0,"",2023-07-06
"2873",2873,2873,2873,2873,2873,2873,2873,162315,"old_trees",19802,1620,1,15.2,14.3,132,1.3,"B","A","DS","",1,1,0,"DS","","","","","",1,10,0,"","",NA,NA,NA,NA,NA,NA,NA,"74acc743-9da2-4f4f-83f9-1d60ba23e9a9","3/30/2023 4:12:53 PM","shuej21","7/6/2023 6:45:11 PM","shuej21","nysy",132,NA,NA,NA,"","nysy","1",747691.484101593,4308908.14413536,"CT","CT","7/6/2023 6:45:09 PM",0,-78.1440522922999,38.8941492487098,315.200052642558,394.309624965958,0,"",2023-07-06
"2874",2874,2874,2874,2874,2874,2874,2874,162353,"old_trees",19837,1621,1,18.7,15.4,588,1.3,"M","A","","stem not sampled, info automatically filled from previous year info",1,1,0,"DC","","","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"928fb73f-23fd-4f61-92f5-db86570702e8","3/30/2023 4:12:53 PM","shuej21","7/10/2023 3:54:12 PM","shuej21","caco",588,NA,NA,NA,"","caco","1",747694.493566112,4308929.31967372,"CT","CT","7/10/2023 3:54:05 PM",2,-78.1440099933292,38.894338986481,318.699964691039,415.40753096729,0,"",2023-07-10
"2875",2875,2875,2875,2875,2875,2875,2875,162355,"old_trees",19839,1621,1,18,18.9,488,1.3,"I","A","A","",1,1,495,"AU","","","","","AU",3,100,100,"W","W",0,NA,2,NA,NA,NA,NA,"2befbde8-3cfb-486d-8155-c0ba47f9c795","3/30/2023 4:12:53 PM","shuej21","7/10/2023 3:48:09 PM","shuej21","juni",488,NA,NA,NA,"","juni","1",747693.712584514,4308932.80248372,"CT","CT","7/10/2023 3:47:18 PM",0,-78.1440177314127,38.894370552995,317.999992011495,418.907943562635,NA,"AU",2023-07-10
"2876",2876,2876,2876,2876,2876,2876,2876,162361,"old_trees",19845,1622,1,19.8,1,126,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",1,1,0,"DC","","","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"032994dd-7457-4d97-8c2b-995b09c5de92","3/30/2023 4:12:53 PM","shuej21","7/10/2023 3:52:33 PM","shuej21","ulru",126,NA,NA,NA,"","ulru","1",747695.463364412,4308934.94371288,"CT","CT","7/10/2023 3:52:32 PM",0,-78.143996795282,38.8943893311094,319.799975705634,421.006893060073,0,"",2023-07-10
