OBJECTID,quadrat,tag,StemTag,sp,dbh_2023,status_2023,status_2024,fad_2024,comment_mortality_2024,status_2025,fad_2025,comment_mortality_2025,hom,codes_2023,notes_2023,mort_census_status,fad_choices,crown_intact,crown_living,crown_check,lean_angle,liana_load,dead_with_resprout,GlobalID,CreationDate,Creator,EditDate,Editor,CreationDate,Creator,EditDate,Editor
164,2001,200038,2,litu,885,LI,LI,"W,R",,,,,2,"BT,A,M",,not started,,,,,1,0,0,796b20c0-4c3e-44e2-bab3-da77e8642f63,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
165,2002,200347,2,ploc,382,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,e64fc2b4-8bf7-4bab-b3da-d52180020046,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
166,2022,202098,2,caovl,121,LI,LI,,,LI,,,1.3,DV,,finished,,5,5,,1,0,0,b07b4c38-cb07-4813-902e-7251c5407313,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/11/2025 3:44:35 PM,RaymondE@si.edu_SI
167,2024,202162,2,litu,318,LI,LI,"W,R,K","Leaning at base, but straightens out at crown",LI,,,1.3,"DV,I",,finished,,5,5,,1,0,0,9c357b53-a707-4c21-91a9-45375b4be310,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/11/2025 5:44:20 PM,RaymondE@si.edu_SI
168,119,12229,2,fram,180,DS,DS,U,"Dead Standing last survey, doesn’t need fads",DS,,,1.3,,,finished,,2,,,1,0,0,898b69ef-2cb2-4843-b8ee-9e92df5743eb,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/16/2025 6:01:59 PM,shuej21
169,222,22198,2,tiam,159,DS,,,,DC,,,1.3,RT,,finished,,,,,1,0,0,d5a57e47-2bb0-42f0-b479-63956107d4ce,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/17/2025 2:11:23 PM,shuej21
171,315,30560,2,quru,392,DS,LI,"DF,U",Epicormic sprouts a few feet above dbh,DS,"K,W",,1.3,,,finished,W,1,,,1,0,0,02b02c98-8958-4c37-9320-8c4fcfcc4034,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/6/2025 3:42:55 PM,shuej21
172,317,32025,2,qupr,540,DS,DS,U,REMOVE FAD - Should not have to choose fads because it was dead last year,DS,,,1.3,,,finished,,4,,,1,0,0,e938d599-3759-4d5f-9a39-d294c3821863,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/2/2025 4:18:48 PM,RaymondE@si.edu_SI
173,327,32371,2,cagl,0,DS,,,,DC,,,1.3,,,finished,,,,,1,0,0,efa1cd7d-d8f5-431f-b7e2-42ff9047c9f9,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/1/2025 1:56:22 PM,RaymondE@si.edu_SI
174,431,42570,2,litu,113,DS,DS,U,Previously DS - doesn’t need fads,DC,,,1.3,R,,finished,,,,,1,0,0,da345170-c543-40d6-b364-0fc9ed887a4e,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/1/2025 2:38:52 PM,RaymondE@si.edu_SI
175,509,50386,2,quve,0,DS,,,,DS,,,1.3,,,finished,,3,,,1,0,0,4e036bf1-737a-4301-92b0-9da6d0a54e4b,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/27/2025 4:40:22 PM,shuej21
176,917,92029,2,quru,520,DS,DS,"F,DF",,DS,,,1.3,,,finished,,4,,,1,0,0,58c2f574-72fa-4231-8d2f-55c2d382638a,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/13/2025 6:11:16 PM,shuej21
177,1423,142350,2,qupr,170,DS,DS,B,ES,,,,1.3,,,not started,,,,,1,0,0,29e70acd-d3e1-4d46-a290-cde58f8e9fc7,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
178,1425,142564,2,qual,0,DS,,,,,,,1.4,,,not started,,,,,1,0,0,55710cb2-fb35-4dfe-9cce-8380773a2a85,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
179,1527,152559,2,qumi,225,DS,DS,U,"Previously DS, does not need fads",,,,1.3,,,not started,,,,,1,0,0,f2a41adb-9552-41ef-8225-2a93111252ed,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
180,1619,162071,2,caovl,0,DS,,,,,,,1.3,,,not started,,,,,1,0,0,a2948902-a482-45ec-a6f0-4405178c57f1,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
181,1625,162518,2,cagl,160,DS,DS,U,"Since it was DS last year, it does not need fads",,,,1.4,,,not started,,,,,1,0,0,0b3360d3-6f1b-4674-a4f0-5c114d1d2f80,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
182,1823,182574,2,fram,326,DS,,,,,,,1.3,,,not started,,,,,1,0,0,6fc1b9e8-5f50-4e12-8044-82f3ad70e14b,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
183,1510,150883,2,fram,0,DS,,,,DN,,,1.3,,,finished,,,,,1,0,0,157cd985-d235-4c52-aaa7-7d9bd877ce93,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/14/2025 1:50:41 PM,RaymondE@si.edu_SI
184,1510,150883,3,fram,0,DC,,,,DN,,,1.3,,,finished,,,,,1,0,0,310ddbdf-f3f3-4186-ab82-d2cb818d2b82,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/14/2025 1:50:52 PM,RaymondE@si.edu_SI
185,1510,151013,2,fram,0,DS,,,,DS,,,1.3,,,finished,,1,,,1,0,0,1d5af04b-1c30-4b47-9c43-db349dd67daa,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/14/2025 1:54:48 PM,RaymondE@si.edu_SI
186,1510,151103,2,fram,0,DC,,,,DN,,,,,,finished,,,,,1,0,0,ec384a15-0269-4a7c-8272-79d8bb2f70f1,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/14/2025 1:44:52 PM,RaymondE@si.edu_SI
