"survey_year","tag","StemTag","sp","genus","species","quadrat","gy","gx","ly","lx","last_main_census_dbh","last_main_census_agb_Mg","hom","ExactDate","surveyor","previous_year_status","current_year_status","last_main_cenus_status","last_main_census_codes","cored","crown_position","crown_illumination","percent_of_crown_intact","score_crown_intact","percent_of_crown_living","score_crown_living","fad","liana_load","wounded_main_stem","rotting_trunk","canker_swelling_deformity","lean_angle_if_greater_than_15_degrees","dead_with_resprout","crown_position_if_dead","dbh_if_dead","agb_if_dead_Mg","sp_affected_by_eab","fraxinus_eabf","fraxinus_D_shaped_exit_hole_count","fraxinus_epicormic_growth","fraxinus_score_crown_living","current_year_comment","previous_year_comment","submission_id"
2014,111051,1,"litu","Liriodendron","tulipifera","1108",155.5,216.9,15.5,16.9,470,1.36,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111052,1,"cagl","Carya","glabra","1108",154.3,216.5,14.3,16.5,112.1,0.06,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111053,1,"litu","Liriodendron","tulipifera","1108",156.5,216.5,16.5,16.5,234.8,0.26,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111054,1,"litu","Liriodendron","tulipifera","1108",157.5,216.4,17.5,16.4,288.6,0.43,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111057,1,"litu","Liriodendron","tulipifera","1108",158.1,211.8,18.1,11.8,441,1.17,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111059,1,"litu","Liriodendron","tulipifera","1108",159.2,210.6,19.2,10.6,740.4,4,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111063,1,"litu","Liriodendron","tulipifera","1109",160.3,210.7,0.300000000000011,10.7,334.5,0.61,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111067,1,"litu","Liriodendron","tulipifera","1109",166.6,211.3,6.59999999999999,11.3,230,0.25,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111069,1,"litu","Liriodendron","tulipifera","1109",165.7,213.9,5.69999999999999,13.9,561,2.07,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111070,1,"litu","Liriodendron","tulipifera","1109",167.9,213,7.90000000000001,13,534.5,1.85,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111071,1,"cato","Carya","tomentosa","1109",170,214.8,10,14.8,207.1,0.24,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111072,1,"cato","Carya","tomentosa","1109",172,217.2,12,17.2,137,0.09,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111073,1,"litu","Liriodendron","tulipifera","1109",174.1,212.3,14.1,12.3,420.5,1.05,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111074,1,"cagl","Carya","glabra","1109",179.1,219.5,19.1,19.5,408.7,1.14,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111075,1,"cato","Carya","tomentosa","1109",178.9,214.6,18.9,14.6,168.2,0.15,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111076,1,"cato","Carya","tomentosa","1109",178,207.4,18,7.40000000000001,124,0.07,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111077,1,"cato","Carya","tomentosa","1109",175.2,207.8,15.2,7.80000000000001,164.8,0.14,NA,2014-10-09,"Wang; Hermann","A","DS","A","NULL",NA,"I",NA,NA,4,NA,NA,"U,DF",1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"Virginia creeper",NA,NA
2014,111078,1,"cato","Carya","tomentosa","1109",174.1,207.7,14.1,7.69999999999999,298.8,0.55,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111080,1,"fagr","Fagus","grandifolia","1109",170.4,201,10.4,1,140,0.08,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111081,1,"caovl","Carya","ovalis","1110",185,215.6,5,15.6,435.7,1.32,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111082,1,"caovl","Carya","ovalis","1109",179.9,208.4,19.9,8.40000000000001,319.8,0.65,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111083,1,"caovl","Carya","ovalis","1110",183.4,210.8,3.40000000000001,10.8,147.4,0.11,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111084,1,"litu","Liriodendron","tulipifera","1110",186.3,209,6.30000000000001,9,591.3,2.35,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111085,1,"cato","Carya","tomentosa","1110",186.9,210,6.90000000000001,10,106.2,0.05,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111086,1,"cato","Carya","tomentosa","1110",187.3,208.3,7.30000000000001,8.30000000000001,157.6,0.13,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111087,1,"caco","Carya","cordiformis","1110",186.8,213.5,6.80000000000001,13.5,388.8,1.01,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111090,1,"fram","Fraxinus","americana","1110",189.3,219.4,9.30000000000001,19.4,15.1,0,1.3,NA,NA,"A",NA,"A","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"stem not sampled, info automatically filled from previous year info",NA,NA
2014,111091,1,"litu","Liriodendron","tulipifera","1110",192,216.7,12,16.7,234.7,0.26,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111092,1,"litu","Liriodendron","tulipifera","1110",197.7,218.3,17.7,18.3,543.6,1.92,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111093,1,"litu","Liriodendron","tulipifera","1110",196.4,213.4,16.4,13.4,460.5,1.3,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111094,1,"cagl","Carya","glabra","1110",196.9,210.1,16.9,10.1,351.7,0.8,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111095,1,"cato","Carya","tomentosa","1110",199.3,214.8,19.3,14.8,212.3,0.25,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111098,1,"nysy","Nyssa","sylvatica","1111",205.3,220,5.30000000000001,0,NA,NA,NA,2014-10-08,"Gonzalez","DS","PD","D","DS",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111099,1,"cagl","Carya","glabra","1111",205.7,215.6,5.69999999999999,15.6,241.5,0.34,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111107,1,"litu","Liriodendron","tulipifera","1107",124.2,205.3,4.2,5.30000000000001,365.1,0.75,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111116,1,"unk","Unidentified","unk","1107",128.1,200.1,8.09999999999999,0.0999999999999943,NA,NA,NA,2014-10-09,"Wang; Hermann","DC","PD","D","DC",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111126,1,"litu","Liriodendron","tulipifera","1107",132.2,202.2,12.2,2.19999999999999,633.4,2.77,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111131,1,"caca","Carpinus","caroliniana","1108",146.2,205.2,6.19999999999999,5.19999999999999,114,0.04,NA,2014-10-09,"Wang; Hermann","A","A","A","A;M",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111134,1,"litu","Liriodendron","tulipifera","1108",148.3,200.4,8.30000000000001,0.400000000000006,561.5,2.08,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111136,1,"caca","Carpinus","caroliniana","1108",150.2,203.8,10.2,3.80000000000001,98.7,0.03,1.3,NA,NA,"A",NA,"A","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"stem not sampled, info automatically filled from previous year info",NA,NA
2014,111139,1,"caca","Carpinus","caroliniana","1108",149.9,207.5,9.90000000000001,7.5,100.5,0.03,NA,2014-10-09,"Wang; Hermann","A","A","A","M",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111142,1,"litu","Liriodendron","tulipifera","1108",151.4,202.3,11.4,2.30000000000001,393.8,0.9,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111144,1,"litu","Liriodendron","tulipifera","1108",157.3,202.5,17.3,2.5,409,0.98,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111145,1,"litu","Liriodendron","tulipifera","1108",156.9,205,16.9,5,227.8,0.24,NA,2014-10-09,"Wang; Hermann","A","DS","A","NULL",NA,"I",NA,NA,4,NA,NA,"U,DF",0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"Bark damage, some holes, photo taken by Valentine",NA,NA
2014,111147,1,"caca","Carpinus","caroliniana","1109",161.5,202.4,1.5,2.40000000000001,95.4,0.03,1.3,NA,NA,"A",NA,"A","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"stem not sampled, info automatically filled from previous year info",NA,NA
2014,111149,1,"litu","Liriodendron","tulipifera","1109",161.6,201.4,1.59999999999999,1.40000000000001,572.5,2.18,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111150,1,"litu","Liriodendron","tulipifera","1109",162.9,200.6,2.90000000000001,0.599999999999994,509.1,1.65,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111153,1,"litu","Liriodendron","tulipifera","1109",164.2,202.2,4.19999999999999,2.19999999999999,317.5,0.54,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111154,1,"litu","Liriodendron","tulipifera","1109",164.5,205.1,4.5,5.09999999999999,NA,NA,NA,2014-10-09,"Wang; Hermann","DS","PD","D","DS",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111156,1,"casp","Carya","sp","1109",164.4,209.4,4.40000000000001,9.40000000000001,NA,NA,NA,2014-10-09,"Wang; Hermann","DC","PD","D","DC",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111157,1,"cagl","Carya","glabra","1109",170.4,208,10.4,8,100,0.04,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111158,1,"litu","Liriodendron","tulipifera","1109",167.6,205,7.59999999999999,5,523.5,1.76,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111160,1,"unk","Unidentified","unk","1109",166.7,204.1,6.69999999999999,4.09999999999999,NA,NA,NA,2014-10-09,"Wang; Hermann","DC","PD","D","DC",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111163,1,"quve","Quercus","velutina","1109",172.4,202.7,12.4,2.69999999999999,511.8,2.02,NA,2014-10-09,"Wang; Hermann","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111165,1,"cagl","Carya","glabra","1110",183.1,200.5,3.09999999999999,0.5,103.2,0.05,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111166,1,"litu","Liriodendron","tulipifera","1110",182.7,205.1,2.69999999999999,5.09999999999999,229.6,0.25,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111167,1,"litu","Liriodendron","tulipifera","1110",188.1,204.2,8.09999999999999,4.19999999999999,738.3,3.98,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111169,1,"cato","Carya","tomentosa","1110",193.4,204.4,13.4,4.40000000000001,264.1,0.41,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111170,1,"litu","Liriodendron","tulipifera","1110",195.2,202.8,15.2,2.80000000000001,141.5,0.08,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111171,1,"fagr","Fagus","grandifolia","1110",198.5,206.8,18.5,6.80000000000001,125,0.06,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111172,1,"qupr","Quercus","prinus","1110",198.7,208.5,18.7,8.5,326.3,0.75,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111173,1,"qupr","Quercus","prinus","1111",200.9,202.5,0.900000000000006,2.5,223,0.32,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111174,1,"litu","Liriodendron","tulipifera","1111",203.2,204,3.19999999999999,4,821.5,5.12,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111178,1,"cagl","Carya","glabra","1111",210.3,206,10.3,6,166.5,0.14,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111180,1,"cato","Carya","tomentosa","1111",212.5,203.1,12.5,3.09999999999999,337.8,0.73,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111181,1,"litu","Liriodendron","tulipifera","1111",215.4,204.1,15.4,4.09999999999999,531,1.82,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111188,1,"cato","Carya","tomentosa","1112",222.3,205.3,2.30000000000001,5.30000000000001,450.9,1.43,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111189,1,"caovl","Carya","ovalis","1112",221.8,207.3,1.80000000000001,7.30000000000001,187.3,0.19,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111190,1,"caco","Carya","cordiformis","1112",228,207.4,8,7.40000000000001,347.2,0.78,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111191,1,"cagl","Carya","glabra","1112",225.5,202.4,5.5,2.40000000000001,118.4,0.06,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111192,1,"cato","Carya","tomentosa","1112",227.3,201.8,7.30000000000001,1.80000000000001,175.3,0.16,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111193,1,"litu","Liriodendron","tulipifera","1112",229.5,203,9.5,3,366.9,0.76,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111195,1,"qual","Quercus","alba","1113",242.7,201.2,2.69999999999999,1.19999999999999,114,0.07,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111196,1,"qupr","Quercus","prinus","1113",244.7,203.8,4.69999999999999,3.80000000000001,473.7,1.71,NA,2014-10-06,"Sedaghatpour; Gonzalez, Remy","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111197,1,"qupr","Quercus","prinus","1113",240.4,207.4,0.400000000000006,7.40000000000001,401.2,1.18,NA,2014-10-06,"Sedaghatpour; Gonzalez, Remy","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111201,1,"caovl","Carya","ovalis","1111",213.1,216.8,13.1,16.8,220.5,0.27,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111202,1,"fagr","Fagus","grandifolia","1111",213.3,211.4,13.3,11.4,150,0.09,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111203,1,"litu","Liriodendron","tulipifera","1111",216.7,207.8,16.7,7.80000000000001,318.2,0.54,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111204,1,"cagl","Carya","glabra","1111",219.9,216.1,19.9,16.1,285,0.49,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111206,1,"cato","Carya","tomentosa","1112",221.1,217.5,1.09999999999999,17.5,299.6,0.56,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111207,1,"quru","Quercus","rubra","1112",223.3,214.4,3.30000000000001,14.4,711.3,4.2,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111208,1,"fagr","Fagus","grandifolia","1112",222.4,212.2,2.40000000000001,12.2,254.9,0.34,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111210,1,"cagl","Carya","glabra","1112",227.3,218.8,7.30000000000001,18.8,275,0.46,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111211,1,"cagl","Carya","glabra","1112",227.9,212.8,7.90000000000001,12.8,130.1,0.08,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111212,1,"cagl","Carya","glabra","1112",229.9,212,9.90000000000001,12,155.5,0.12,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,111213,1,"fagr","Fagus","grandifolia","1112",234.6,214.2,14.6,14.2,124.4,0.06,NA,2014-10-08,"Gonzalez","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
