"Species","survey_year","dbh_class","mortality_rate","LCI_95","UCI_95","mean_dbh","N0","n_died","mean_timeint_yr"
"juni","2013","(351,534]",0,0,0,436.86,54,0,4.67
"juni","2014","(351,534]",0,0,0,436.56,55,0,1.25
"juni","2015","(351,534]",2.27,0,7.5,436.56,55,1,0.8
"juni","2016","(351,534]",0,0,0,435.12,54,0,0.99
"juni","2017","(351,534]",0,0,0,435.12,54,0,1
"juni","2018","(351,534]",0,0,0,435.12,54,0,0.96
"juni","2019","(351,534]",0,0,0,442.04,52,0,1.01
"juni","2020","(351,534]",0,0,0,442.04,52,0,1.06
"juni","2021","(351,534]",2.07,0,6.91,442.04,52,1,0.93
"juni","2022","(351,534]",3.65,0,9.86,442.25,51,2,1.08
"juni","2013","(534,811]",0,0,0,612.63,24,0,4.66
"juni","2014","(534,811]",0,0,0,612.63,24,0,1.26
"juni","2015","(534,811]",0,0,0,612.63,24,0,0.81
"juni","2016","(534,811]",0,0,0,612.63,24,0,0.99
"juni","2017","(534,811]",0,0,0,612.63,24,0,0.99
"juni","2018","(534,811]",0,0,0,612.63,24,0,0.96
"juni","2019","(534,811]",0,0,0,614,26,0,1.02
"juni","2020","(534,811]",3.69,0,12.96,614,26,1,1.04
"juni","2021","(534,811]",0,0,0,616.64,25,0,0.94
"juni","2022","(534,811]",3.75,0,14.56,616.64,25,1,1.07
"juni","2013","(811,1.23e+03]",0,0,0,859,2,0,4.56
"juni","2014","(811,1.23e+03]",0,0,0,859,2,0,1.28
"juni","2015","(811,1.23e+03]",0,0,0,859,2,0,0.84
"juni","2016","(811,1.23e+03]",0,0,0,859,2,0,1
"juni","2017","(811,1.23e+03]",0,0,0,859,2,0,1.02
"juni","2018","(811,1.23e+03]",0,0,0,859,2,0,0.93
"juni","2019","(811,1.23e+03]",0,0,0,881.67,3,0,0.98
"juni","2020","(811,1.23e+03]",0,0,0,881.67,3,0,1.05
"juni","2021","(811,1.23e+03]",0,0,0,881.67,3,0,0.99
"juni","2022","(811,1.23e+03]",0,0,0,881.67,3,0,1.02
"libe","2013","[100,152]",0,0,0,103.8,1,0,4.7
"libe","2014","[100,152]",0,0,0,103.8,1,0,1.11
"libe","2015","[100,152]",0,0,0,103.8,1,0,0.8
"libe","2016","[100,152]",100,100,100,103.8,1,1,0.98
"litu","2013","[100,152]",0,0,0,127.27,224,0,4.73
"litu","2014","[100,152]",1.76,0.42,3.14,127.27,224,5,1.27
"litu","2015","[100,152]",3.48,1.09,6.79,127.37,219,6,0.78
"litu","2016","[100,152]",5.16,2.73,7.86,127.22,213,11,1
"litu","2017","[100,152]",3.86,1.19,6.99,127.25,202,8,1.03
"litu","2018","[100,152]",2.81,0.63,5.2,127.34,193,5,0.92
"litu","2019","[100,152]",0.6,0,2.17,129.64,152,1,1.09
"litu","2020","[100,152]",6.48,2.5,11.09,127.82,164,11,1.04
"litu","2021","[100,152]",2.89,0.67,5.58,128.07,153,4,0.9
"litu","2022","[100,152]",1.26,0,3.13,128.01,148,2,1.07
"litu","2013","(152,231]",0,0,0,189.47,381,0,4.73
"litu","2014","(152,231]",1.9,0.6,3.47,189.47,381,9,1.25
"litu","2015","(152,231]",1.7,0.35,3.52,189.22,372,5,0.79
"litu","2016","(152,231]",2.73,1.24,4.5,189.34,367,10,1
"litu","2017","(152,231]",2.21,0.85,3.84,189.38,357,8,1.01
"litu","2018","(152,231]",1.53,0.34,2.84,189.17,349,5,0.93
"litu","2019","(152,231]",0.82,0,1.84,189.26,341,3,1.07
"litu","2020","(152,231]",2.6,1.09,4.37,189.26,338,9,1.03
"litu","2021","(152,231]",0.33,0,1.05,189.48,329,1,0.93
"litu","2022","(152,231]",1.7,0.55,2.87,189.4,329,6,1.07
"litu","2013","(231,351]",0,0,0,285.11,378,0,4.72
"litu","2014","(231,351]",0.42,0,1.02,285.11,378,2,1.25
"litu","2015","(231,351]",0.67,0,1.66,285.25,376,2,0.79
"litu","2016","(231,351]",0.81,0,1.73,285.35,374,3,0.99
"litu","2017","(231,351]",0,0,0,285.33,371,0,1.02
"litu","2018","(231,351]",0.58,0,1.41,285.33,371,2,0.94
"litu","2019","(231,351]",0,0,0,286.99,365,0,1.06
"litu","2020","(231,351]",0.8,0,1.71,286.99,365,3,1.03
"litu","2021","(231,351]",0.89,0,1.94,287.25,361,3,0.94
"litu","2022","(231,351]",1.31,0.31,2.42,287.32,358,5,1.06
"litu","2013","(351,534]",0,0,0,448.29,537,0,4.72
"litu","2014","(351,534]",0,0,0,448.2,539,0,1.24
"litu","2015","(351,534]",0,0,0,448.2,539,0,0.79
"litu","2016","(351,534]",0,0,0,448.2,539,0,0.99
"litu","2017","(351,534]",0.37,0,0.88,448.2,539,2,1.02
"litu","2018","(351,534]",0.59,0,1.27,448.53,537,3,0.94
"litu","2019","(351,534]",0,0,0,448.98,499,0,1.06
"litu","2020","(351,534]",0,0,0,448.98,499,0,1.03
"litu","2021","(351,534]",0.43,0,1.05,448.98,499,2,0.94
"litu","2022","(351,534]",0.19,0,0.59,448.63,494,1,1.06
"litu","2013","(534,811]",0,0,0,637.6,645,0,4.72
"litu","2014","(534,811]",0.13,0,0.42,637.32,645,1,1.24
"litu","2015","(534,811]",0,0,0,637.44,644,0,0.8
"litu","2016","(534,811]",0,0,0,637.44,644,0,0.99
"litu","2017","(534,811]",0,0,0,637.44,644,0,1
"litu","2018","(534,811]",0,0,0,637.44,644,0,0.95
"litu","2019","(534,811]",0,0,0,644.56,701,0,1.04
"litu","2020","(534,811]",0.14,0,0.51,644.79,702,1,1.04
"litu","2021","(534,811]",0.15,0,0.52,644.57,701,1,0.94
"litu","2022","(534,811]",0,0,0,644.7,698,0,1.07
"litu","2013","(811,1.23e+03]",0,0,0,934.64,50,0,4.67
"litu","2014","(811,1.23e+03]",0,0,0,934.64,50,0,1.29
"litu","2015","(811,1.23e+03]",0,0,0,934.64,50,0,0.8
"litu","2016","(811,1.23e+03]",0,0,0,934.64,50,0,0.99
"litu","2017","(811,1.23e+03]",0,0,0,934.64,50,0,0.99
"litu","2018","(811,1.23e+03]",2.1,0,7.52,934.64,50,1,0.95
"litu","2019","(811,1.23e+03]",0,0,0,922.95,62,0,1.03
"litu","2020","(811,1.23e+03]",0,0,0,922.95,62,0,1.03
"litu","2021","(811,1.23e+03]",0,0,0,922.95,62,0,0.96
"litu","2022","(811,1.23e+03]",0,0,0,922.95,62,0,1.09
"litu","2013","(1.23e+03,1.87e+03]",0,0,0,1366.4,2,0,4.82
"litu","2014","(1.23e+03,1.87e+03]",0,0,0,1366.4,2,0,1.17
"litu","2015","(1.23e+03,1.87e+03]",0,0,0,1366.4,2,0,0.78
"litu","2016","(1.23e+03,1.87e+03]",0,0,0,1366.4,2,0,1
"litu","2017","(1.23e+03,1.87e+03]",0,0,0,1366.4,2,0,1.01
"litu","2018","(1.23e+03,1.87e+03]",0,0,0,1366.4,2,0,0.91
"litu","2019","(1.23e+03,1.87e+03]",0,0,0,1343.33,3,0,1.08
"litu","2020","(1.23e+03,1.87e+03]",0,0,0,1343.33,3,0,0.96
"litu","2021","(1.23e+03,1.87e+03]",0,0,0,1343.33,3,0,0.97
"litu","2022","(1.23e+03,1.87e+03]",0,0,0,1343.33,3,0,1.12
"nysy","2013","[100,152]",0,0,0,122.84,226,0,4.75
"nysy","2014","[100,152]",1.43,0.33,2.92,122.91,227,4,1.23
"nysy","2015","[100,152]",0,0,0,123.15,223,0,0.79
"nysy","2016","[100,152]",1.36,0,2.94,123.15,223,3,0.99
"nysy","2017","[100,152]",0.44,0,1.51,123.12,220,1,1.04
"nysy","2018","[100,152]",1.9,0.43,3.93,123.18,219,4,0.96
"nysy","2019","[100,152]",0,0,0,125.44,207,0,1.05
"nysy","2020","[100,152]",1.72,0.39,3.47,123.47,228,4,1.02
"nysy","2021","[100,152]",0.5,0,1.53,123.74,223,1,0.9
"nysy","2022","[100,152]",0,0,0,123.58,221,0,1.04
"nysy","2013","(152,231]",0,0,0,186.37,164,0,4.76
"nysy","2014","(152,231]",0.98,0,2.58,186.63,166,2,1.23
"nysy","2015","(152,231]",1.54,0,3.88,186.89,164,2,0.79
"nysy","2016","(152,231]",0.62,0,2.06,186.56,162,1,0.99
"nysy","2017","(152,231]",0,0,0,186.48,161,0,1.03
"nysy","2018","(152,231]",0.65,0,2.15,186.48,161,1,0.96
"nysy","2019","(152,231]",0,0,0,188.28,164,0,1.05
"nysy","2020","(152,231]",1.79,0,3.98,188.17,165,3,1.02
"nysy","2021","(152,231]",0,0,0,187.69,162,0,0.91
"nysy","2022","(152,231]",0,0,0,187.48,159,0,1.04
"nysy","2013","(231,351]",0,0,0,267.9,73,0,4.72
"nysy","2014","(231,351]",0,0,0,267.9,73,0,1.25
"nysy","2015","(231,351]",0,0,0,268.09,72,0,0.8
"nysy","2016","(231,351]",4.21,0,9.6,268.09,72,3,0.99
"nysy","2017","(231,351]",1.41,0,5.06,266.9,69,1,1.03
"nysy","2018","(231,351]",0,0,0,265.79,68,0,0.96
"nysy","2019","(231,351]",0,0,0,269.04,72,0,1.04
"nysy","2020","(231,351]",1.35,0,4.43,268.86,73,1,1.02
"nysy","2021","(231,351]",1.53,0,4.75,268.46,72,1,0.91
"nysy","2022","(231,351]",0,0,0,268.63,71,0,1.05
"nysy","2013","(351,534]",0,0,0,410.04,27,0,4.72
"nysy","2014","(351,534]",2.93,0,11.15,410.04,27,1,1.27
"nysy","2015","(351,534]",0,0,0,412.17,26,0,0.78
"nysy","2016","(351,534]",0,0,0,412.17,26,0,1.01
"nysy","2017","(351,534]",7.47,0,17.96,412.17,26,2,1.03
"nysy","2018","(351,534]",0,0,0,410.56,24,0,0.96
"nysy","2019","(351,534]",0,0,0,414.42,24,0,1.05
"nysy","2020","(351,534]",0,0,0,414.42,24,0,1.01
"nysy","2021","(351,534]",0,0,0,414.42,24,0,0.91
"nysy","2022","(351,534]",0,0,0,414.42,24,0,1.06
"nysy","2013","(534,811]",0,0,0,609.64,5,0,4.62
"nysy","2014","(534,811]",0,0,0,609.64,5,0,1.29
"nysy","2015","(534,811]",0,0,0,609.64,5,0,0.8
"nysy","2016","(534,811]",0,0,0,609.64,5,0,0.98
"nysy","2017","(534,811]",0,0,0,609.64,5,0,1.03
"nysy","2018","(534,811]",0,0,0,609.64,5,0,0.99
"nysy","2019","(534,811]",0,0,0,609.4,5,0,0.97
"nysy","2020","(534,811]",0,0,0,609.4,5,0,1.01
"nysy","2021","(534,811]",0,0,0,609.4,5,0,0.95
"nysy","2022","(534,811]",0,0,0,609.4,5,0,1.04
"pato","2020","[100,152]",0,0,0,117,1,0,1.02
"pato","2021","[100,152]",0,0,0,117,1,0,1.02
"pato","2022","[100,152]",0,0,0,117,1,0,0.96
"pato","2013","(351,534]",0,0,0,476.5,1,0,4.61
"pato","2014","(351,534]",0,0,0,476.5,1,0,1.19
"pato","2015","(351,534]",0,0,0,476.5,1,0,0.8
"pato","2016","(351,534]",0,0,0,476.5,1,0,1.03
"pato","2017","(351,534]",0,0,0,476.5,1,0,1
"pato","2018","(351,534]",0,0,0,476.5,1,0,1.02
"pato","2019","(351,534]",100,100,100,485,1,1,1.03
"pato","2013","(534,811]",0,0,0,544.9,1,0,4.62
"pato","2014","(534,811]",0,0,0,544.9,1,0,1.28
"pato","2015","(534,811]",0,0,0,544.9,1,0,0.79
"pato","2016","(534,811]",0,0,0,544.9,1,0,0.99
"pato","2017","(534,811]",0,0,0,544.9,1,0,1.05
"pato","2018","(534,811]",0,0,0,544.9,1,0,0.87
"pato","2019","(534,811]",0,0,0,561,1,0,1.08
"pato","2020","(534,811]",0,0,0,561,1,0,1.03
"pato","2021","(534,811]",0,0,0,561,1,0,0.91
"pato","2022","(534,811]",0,0,0,561,1,0,1.19
"pipu","2013","(351,534]",0,0,0,416.1,1,0,4.83
"pipu","2014","(351,534]",0,0,0,416.1,1,0,1.15
"pipu","2015","(351,534]",0,0,0,416.1,1,0,0.81
"pipu","2016","(351,534]",0,0,0,416.1,1,0,0.98
"pipu","2017","(351,534]",0,0,0,416.1,1,0,1.02
"pipu","2018","(351,534]",0,0,0,416.1,1,0,1.03
"pipu","2019","(351,534]",0,0,0,414,1,0,1
"pipu","2020","(351,534]",0,0,0,414,1,0,1.07
"pipu","2021","(351,534]",0,0,0,414,1,0,0.81
"pipu","2022","(351,534]",0,0,0,414,1,0,1.09
"pist","2013","[100,152]",0,0,0,135.78,14,0,4.77
"pist","2014","[100,152]",0,0,0,135.78,14,0,1.22
"pist","2015","[100,152]",8.91,0,74.54,135.78,14,1,0.79
"pist","2016","[100,152]",0,0,0,135.36,13,0,0.98
"pist","2017","[100,152]",7.36,0,9.57,135.36,13,1,1.05
"pist","2018","[100,152]",0,0,0,135.04,12,0,1.02
"pist","2019","[100,152]",19.58,0,24.43,134.6,10,2,1.02
"pist","2020","[100,152]",12.56,0,100,137.38,8,1,0.99
"pist","2021","[100,152]",14.2,0,100,137.62,8,1,0.87
"pist","2022","[100,152]",14.75,14.75,14.75,135.71,7,1,0.97
"pist","2013","(152,231]",0,0,0,190.74,24,0,4.75
"pist","2014","(152,231]",0,0,0,190.74,24,0,1.21
"pist","2015","(152,231]",0,0,0,190.74,24,0,0.79
"pist","2016","(152,231]",4.23,0,5.98,190.74,24,1,0.98
"pist","2017","(152,231]",0,0,0,192.27,23,0,1.04
"pist","2018","(152,231]",0,0,0,192.27,23,0,1.01
"pist","2019","(152,231]",0,0,0,195.41,22,0,1.03
"pist","2020","(152,231]",0,0,0,195.41,22,0,0.99
"pist","2021","(152,231]",5.44,0,37.48,196.62,21,1,0.87
"pist","2022","(152,231]",5.41,0,7.95,195,19,1,0.97
"pist","2013","(231,351]",0,0,0,299.47,30,0,4.79
"pist","2014","(231,351]",2.79,0,15.56,299.47,30,1,1.2
"pist","2015","(231,351]",0,0,0,301.76,29,0,0.8
"pist","2016","(231,351]",0,0,0,301.76,29,0,0.99
"pist","2017","(231,351]",0,0,0,299.47,30,0,1.03
"pist","2018","(231,351]",0,0,0,299.47,30,0,1.01
"pist","2019","(231,351]",0,0,0,304.5,28,0,1.03
"pist","2020","(231,351]",0,0,0,304.5,28,0,1
"pist","2021","(231,351]",4.07,0,24.3,304.5,28,1,0.88
"pist","2022","(231,351]",0,0,0,304.67,27,0,0.99
"pist","2013","(351,534]",0,0,0,414.19,15,0,4.8
"pist","2014","(351,534]",0,0,0,414.19,15,0,1.19
"pist","2015","(351,534]",0,0,0,414.19,15,0,0.8
"pist","2016","(351,534]",0,0,0,414.19,15,0,0.99
"pist","2017","(351,534]",0,0,0,414.19,15,0,1.02
"pist","2018","(351,534]",0,0,0,414.19,15,0,1.01
"pist","2019","(351,534]",0,0,0,420.17,18,0,1.02
"pist","2020","(351,534]",0,0,0,420.17,18,0,0.99
"pist","2021","(351,534]",0,0,0,420.17,18,0,0.91
"pist","2022","(351,534]",0,0,0,420.17,18,0,1
"pist","2013","(534,811]",0,0,0,614.73,3,0,4.81
"pist","2014","(534,811]",0,0,0,614.73,3,0,1.18
"pist","2015","(534,811]",0,0,0,614.73,3,0,0.8
"pist","2016","(534,811]",0,0,0,614.73,3,0,0.99
"pist","2017","(534,811]",0,0,0,614.73,3,0,1.02
"pist","2018","(534,811]",0,0,0,614.73,3,0,1.02
"pist","2019","(534,811]",0,0,0,624.25,4,0,1.02
"pist","2020","(534,811]",0,0,0,624.25,4,0,1.01
"pist","2021","(534,811]",0,0,0,624.25,4,0,0.92
"pist","2022","(534,811]",0,0,0,624.25,4,0,1.02
"pivi","2013","(231,351]",0,0,0,261.4,2,0,4.84
"pivi","2014","(231,351]",0,0,0,261.4,2,0,1.14
"pivi","2015","(231,351]",0,0,0,261.4,2,0,0.82
"pivi","2016","(231,351]",0,0,0,261.4,2,0,0.99
"pivi","2017","(231,351]",0,0,0,261.4,2,0,1
"pivi","2018","(231,351]",0,0,0,261.4,2,0,1.03
"pivi","2019","(231,351]",0,0,0,266.5,2,0,1
"pivi","2020","(231,351]",51.49,51.49,51.49,266.5,2,1,0.96
"pivi","2021","(231,351]",0,0,0,291,1,0,1.02
"pivi","2022","(231,351]",49.74,49.74,49.74,266.5,2,1,1.01
"pivi","2013","(351,534]",0,0,0,433.8,1,0,4.83
"pivi","2014","(351,534]",0,0,0,433.8,1,0,1.15
"pivi","2015","(351,534]",0,0,0,433.8,1,0,0.82
"pivi","2016","(351,534]",0,0,0,433.8,1,0,0.98
"pivi","2017","(351,534]",0,0,0,433.8,1,0,1.02
"pivi","2018","(351,534]",0,0,0,433.8,1,0,1.03
"pivi","2019","(351,534]",0,0,0,452,1,0,1
"pivi","2020","(351,534]",0,0,0,452,1,0,0.96
"pivi","2021","(351,534]",0,0,0,452,1,0,0.92
"pivi","2022","(351,534]",0,0,0,452,1,0,1.07
"ploc","2013","[100,152]",0,0,0,121.83,3,0,4.43
"ploc","2014","[100,152]",0,0,0,121.83,3,0,1.43
"ploc","2015","[100,152]",0,0,0,121.83,3,0,0.82
"ploc","2016","[100,152]",0,0,0,121.83,3,0,0.95
"ploc","2017","[100,152]",0,0,0,121.83,3,0,0.92
"ploc","2018","[100,152]",0,0,0,121.83,3,0,0.99
"ploc","2019","[100,152]",0,0,0,148,1,0,0.96
"ploc","2020","[100,152]",0,0,0,124.5,2,0,1.05
"ploc","2021","[100,152]",0,0,0,124.5,2,0,1
"ploc","2022","[100,152]",0,0,0,124.5,2,0,1.09
"ploc","2013","(152,231]",0,0,0,211.7,1,0,4.68
"ploc","2014","(152,231]",0,0,0,211.7,1,0,1.21
"ploc","2015","(152,231]",0,0,0,211.7,1,0,0.79
"ploc","2016","(152,231]",0,0,0,211.7,1,0,0.99
"ploc","2017","(152,231]",0,0,0,211.7,1,0,1.04
"ploc","2018","(152,231]",0,0,0,211.7,1,0,1.02
"ploc","2019","(152,231]",0,0,0,198.67,3,0,1
"ploc","2020","(152,231]",0,0,0,198.67,3,0,1
"ploc","2021","(152,231]",0,0,0,198.67,3,0,1.03
"ploc","2022","(152,231]",0,0,0,198.67,3,0,1
"ploc","2013","(231,351]",0,0,0,306.83,3,0,4.76
"ploc","2014","(231,351]",0,0,0,306.83,3,0,1.2
"ploc","2015","(231,351]",0,0,0,306.83,3,0,0.8
"ploc","2016","(231,351]",33.4,0,100,306.83,3,1,1
"ploc","2017","(231,351]",0,0,0,339,2,0,1.07
"ploc","2018","(231,351]",0,0,0,339,2,0,0.98
"ploc","2019","(231,351]",0,0,0,346,1,0,1.05
"ploc","2020","(231,351]",0,0,0,346,1,0,1.02
"ploc","2021","(231,351]",0,0,0,346,1,0,0.86
"ploc","2022","(231,351]",0,0,0,346,1,0,1.16
"ploc","2013","(351,534]",0,0,0,441.32,12,0,4.6
"ploc","2014","(351,534]",0,0,0,441.32,12,0,1.25
"ploc","2015","(351,534]",0,0,0,441.32,12,0,0.79
"ploc","2016","(351,534]",0,0,0,441.32,12,0,0.99
"ploc","2017","(351,534]",0,0,0,441.32,12,0,1.01
"ploc","2018","(351,534]",0,0,0,441.32,12,0,0.97
"ploc","2019","(351,534]",0,0,0,444.85,13,0,1.01
"ploc","2020","(351,534]",0,0,0,444.85,13,0,1.03
"ploc","2021","(351,534]",0,0,0,444.85,13,0,0.94
"ploc","2022","(351,534]",0,0,0,444.85,13,0,1.1
"ploc","2013","(534,811]",0,0,0,626.4,5,0,4.74
"ploc","2014","(534,811]",0,0,0,626.4,5,0,1.23
"ploc","2015","(534,811]",0,0,0,626.4,5,0,0.78
"ploc","2016","(534,811]",0,0,0,626.4,5,0,1
"ploc","2017","(534,811]",0,0,0,626.4,5,0,1.02
"ploc","2018","(534,811]",0,0,0,626.4,5,0,0.95
"ploc","2019","(534,811]",0,0,0,645.8,5,0,1.03
"ploc","2020","(534,811]",0,0,0,645.8,5,0,1.04
"ploc","2021","(534,811]",0,0,0,645.8,5,0,0.94
"ploc","2022","(534,811]",0,0,0,645.8,5,0,1.09
"ploc","2013","(811,1.23e+03]",0,0,0,910.6,3,0,4.76
"ploc","2014","(811,1.23e+03]",0,0,0,910.6,3,0,1.15
"ploc","2015","(811,1.23e+03]",0,0,0,910.6,3,0,0.81
"ploc","2016","(811,1.23e+03]",0,0,0,910.6,3,0,0.99
"ploc","2017","(811,1.23e+03]",0,0,0,910.6,3,0,1.01
"ploc","2018","(811,1.23e+03]",0,0,0,910.6,3,0,1
"ploc","2019","(811,1.23e+03]",0,0,0,933,3,0,0.97
"ploc","2020","(811,1.23e+03]",0,0,0,933,3,0,1.02
"ploc","2021","(811,1.23e+03]",0,0,0,933,3,0,0.97
"ploc","2022","(811,1.23e+03]",0,0,0,933,3,0,1.03
"prav","2013","[100,152]",0,0,0,120,18,0,4.73
"prav","2014","[100,152]",4.56,0,15.19,120,18,1,1.22
"prav","2015","[100,152]",14.51,0,33.03,119.47,17,2,0.8
"prav","2016","[100,152]",6.71,0,25.32,117.97,15,1,0.99
"prav","2017","[100,152]",7,0,24.8,119.24,14,1,1.02
"prav","2018","[100,152]",7.94,0,19.95,120.44,13,1,0.97
"prav","2019","[100,152]",0,0,0,126.73,11,0,1.01
"prav","2020","[100,152]",0,0,0,125.62,13,0,1.03
"prav","2021","[100,152]",0,0,0,125.62,13,0,0.95
"prav","2022","[100,152]",7.3,0,26.42,125.62,13,1,1.06
"prav","2013","(152,231]",0,0,0,193.52,15,0,4.71
"prav","2014","(152,231]",0,0,0,193.52,15,0,1.25
"prav","2015","(152,231]",0,0,0,193.52,15,0,0.79
"prav","2016","(152,231]",6.7,0,22.98,193.52,15,1,1
"prav","2017","(152,231]",0,0,0,192.79,14,0,1.03
"prav","2018","(152,231]",0,0,0,192.79,14,0,0.97
"prav","2019","(152,231]",0,0,0,187.27,11,0,1.02
"prav","2020","(152,231]",0,0,0,187.27,11,0,1.01
"prav","2021","(152,231]",9.82,0,28.41,187.27,11,1,0.92
"prav","2022","(152,231]",0,0,0,189.2,10,0,1.01
"prav","2013","(231,351]",0,0,0,287.58,13,0,4.66
"prav","2014","(231,351]",6.33,0,23.02,287.58,13,1,1.22
"prav","2015","(231,351]",0,0,0,285.55,12,0,0.79
"prav","2016","(231,351]",8.34,0,33.07,285.55,12,1,1
"prav","2017","(231,351]",0,0,0,281.86,11,0,1.02
"prav","2018","(231,351]",9.38,0,34.93,281.86,11,1,0.97
"prav","2019","(231,351]",0,0,0,270.85,13,0,1
"prav","2020","(231,351]",0,0,0,270.85,13,0,1.02
"prav","2021","(231,351]",0,0,0,270.85,13,0,0.95
"prav","2022","(231,351]",7.22,0,27.69,270.85,13,1,1.07
"prav","2013","(351,534]",0,0,0,393.75,2,0,4.69
"prav","2014","(351,534]",0,0,0,393.75,2,0,1.27
"prav","2015","(351,534]",0,0,0,393.75,2,0,0.8
"prav","2016","(351,534]",0,0,0,393.75,2,0,1
"prav","2017","(351,534]",0,0,0,393.75,2,0,1.02
"prav","2018","(351,534]",0,0,0,393.75,2,0,0.96
"prav","2019","(351,534]",0,0,0,389.67,3,0,0.99
"prav","2020","(351,534]",0,0,0,389.67,3,0,1.01
"prav","2021","(351,534]",0,0,0,389.67,3,0,0.92
"prav","2022","(351,534]",0,0,0,389.67,3,0,1.1
"prse","2013","[100,152]",0,0,0,122.5,2,0,4.79
"prse","2014","[100,152]",0,0,0,122.5,2,0,1.26
"prse","2015","[100,152]",0,0,0,122.5,2,0,0.77
"prse","2016","[100,152]",0,0,0,122.5,2,0,0.99
"prse","2017","[100,152]",0,0,0,122.5,2,0,1.04
"prse","2018","[100,152]",0,0,0,122.5,2,0,0.94
"prse","2019","[100,152]",0,0,0,132,2,0,1.11
"prse","2020","[100,152]",0,0,0,132,2,0,0.97
"prse","2021","[100,152]",0,0,0,132,2,0,0.96
"prse","2022","[100,152]",0,0,0,132,2,0,1.04
"prse","2013","(152,231]",0,0,0,174.05,2,0,4.53
"prse","2014","(152,231]",0,0,0,174.05,2,0,1.34
"prse","2015","(152,231]",0,0,0,174.05,2,0,0.84
"prse","2016","(152,231]",0,0,0,174.05,2,0,0.99
"prse","2017","(152,231]",0,0,0,174.05,2,0,1
"prse","2018","(152,231]",0,0,0,174.05,2,0,0.95
"prse","2019","(152,231]",0,0,0,200.5,2,0,1
"prse","2020","(152,231]",0,0,0,200.5,2,0,1.02
"prse","2021","(152,231]",0,0,0,200.5,2,0,0.98
"prse","2022","(152,231]",0,0,0,200.5,2,0,1.08
"prse","2013","(231,351]",0,0,0,282.6,2,0,4.45
"prse","2014","(231,351]",0,0,0,282.6,2,0,1.45
"prse","2015","(231,351]",0,0,0,282.6,2,0,0.81
"prse","2016","(231,351]",0,0,0,282.6,2,0,0.97
"prse","2017","(231,351]",0,0,0,282.6,2,0,0.96
"prse","2018","(231,351]",0,0,0,282.6,2,0,0.98
"prse","2019","(231,351]",0,0,0,246,1,0,0.98
"prse","2020","(231,351]",0,0,0,246,1,0,1.05
"prse","2021","(231,351]",0,0,0,246,1,0,1.08
"prse","2022","(231,351]",0,0,0,246,1,0,1.02
"prse","2013","(351,534]",0,0,0,515,2,0,4.69
"prse","2014","(351,534]",0,0,0,515,2,0,1.2
"prse","2015","(351,534]",0,0,0,515,2,0,0.81
"prse","2016","(351,534]",0,0,0,515,2,0,0.96
"prse","2017","(351,534]",0,0,0,515,2,0,0.93
"prse","2018","(351,534]",0,0,0,515,2,0,0.98
"prse","2019","(351,534]",0,0,0,465,3,0,1
"prse","2020","(351,534]",0,0,0,465,3,0,1.04
"prse","2021","(351,534]",0,0,0,465,3,0,0.99
"prse","2022","(351,534]",0,0,0,465,3,0,1.12
"prse","2013","(534,811]",0,0,0,625.55,2,0,4.65
"prse","2014","(534,811]",0,0,0,625.55,2,0,1.26
"prse","2015","(534,811]",0,0,0,625.55,2,0,0.8
"prse","2016","(534,811]",0,0,0,625.55,2,0,0.97
"prse","2017","(534,811]",0,0,0,625.55,2,0,0.96
"prse","2018","(534,811]",0,0,0,625.55,2,0,0.95
"prse","2019","(534,811]",0,0,0,637,2,0,1.03
"prse","2020","(534,811]",0,0,0,637,2,0,1.01
"prse","2021","(534,811]",0,0,0,637,2,0,1.06
"prse","2022","(534,811]",0,0,0,637,2,0,1.05
"prse","2013","(811,1.23e+03]",0,0,0,939.1,1,0,4.48
"prse","2014","(811,1.23e+03]",0,0,0,939.1,1,0,1.43
"prse","2015","(811,1.23e+03]",0,0,0,939.1,1,0,0.79
"prse","2016","(811,1.23e+03]",0,0,0,939.1,1,0,0.97
"prse","2017","(811,1.23e+03]",0,0,0,939.1,1,0,0.92
"prse","2018","(811,1.23e+03]",0,0,0,939.1,1,0,0.99
"prse","2019","(811,1.23e+03]",0,0,0,933,1,0,0.99
"prse","2020","(811,1.23e+03]",0,0,0,933,1,0,1.05
"prse","2021","(811,1.23e+03]",0,0,0,933,1,0,1.01
"qual","2013","[100,152]",0,0,0,124.65,29,0,4.7
"qual","2014","[100,152]",0,0,0,125.34,30,0,1.24
"qual","2015","[100,152]",0,0,0,125.34,30,0,0.79
"qual","2016","[100,152]",9.94,0,22.99,125.34,30,3,1.01
"qual","2017","[100,152]",7.29,0,20.69,125.63,27,2,1.02
"qual","2018","[100,152]",8.03,0,23.77,126.34,25,2,1
"qual","2019","[100,152]",0,0,0,125.63,19,0,1.05
"qual","2020","[100,152]",0,0,0,125.63,19,0,1.01
"qual","2021","[100,152]",0,0,0,125.63,19,0,0.89
"qual","2022","[100,152]",0,0,0,126.44,18,0,1.03
"qual","2013","(152,231]",0,0,0,190.26,30,0,4.75
"qual","2014","(152,231]",2.77,0,8.97,190.26,30,1,1.21
"qual","2015","(152,231]",0,0,0,188.96,29,0,0.79
"qual","2016","(152,231]",0,0,0,188.96,29,0,1
"qual","2017","(152,231]",3.37,0,12.15,188.96,29,1,1.02
"qual","2018","(152,231]",3.62,0,13.67,189.85,28,1,0.99
